StationID,STATION NAME,CTRY,STATE,LAT,LON,Begin Date,End Date
085620-99999,BEJA,PO,,38.079,-7.932,1948-08-08,2020-02-29
085670-99999,VILA REAL,PO,,41.273999999999994,-7.72,1992-05-01,2020-02-29
085680-99999,PENHAS DOURADAS,PO,,40.417,-7.55,1948-01-13,2020-02-29
085700-99999,CASTELO BRANCO,PO,,39.833,-7.483,1986-06-04,2020-02-29
085710-99999,PORTALEGRE,PO,,39.283,-7.417000000000001,1948-01-12,2020-02-29
085750-99999,BRAGANCA,PO,,41.86,-6.706,1948-01-12,2020-02-29
085790-99999,LISBOA/GAGO COUTINHO,PO,,38.766999999999996,-9.133,1984-05-02,2020-02-29
085830-99999,MINDELO,CV,,16.833,-25.05,1931-01-03,2020-02-29
085890-99999,PRAIA,CV,,14.933,-23.483,1933-03-09,2020-02-29
085940-99999,AMILCAR CABRAL INTL,CV,,16.741,-22.949,1948-03-04,2020-02-29
085944-99999,BOA VISTA RABIL,CV,,16.137,-22.889,2008-09-02,2020-02-29
085945-99999,SAO PEDRO,CV,,16.834,-25.057,2007-10-04,2020-02-29
089140-99999,CANDANCHU  'ETUKSA',SP,,42.783,-0.5329999999999999,2003-10-16,2020-02-28
089170-99999,SALLENT DE GALLEGO   'FURCO',SP,,42.766999999999996,-0.38299999999999995,2006-02-01,2020-02-29
089220-99999,PANTICOSA  'REFUGIO CASA PIEDRA',SP,,42.766999999999996,-0.233,2005-01-11,2020-02-29
089600-99999,VALDELINARES  'ESQUI',SP,,40.383,-0.633,2003-12-22,2020-02-29
100001-99999,NIEDERRHEIN,GM,,51.602,6.142,2005-01-01,2020-02-29
100180-99999,WESTERLAND SYLT,GM,,54.913000000000004,8.34,1989-03-18,2020-02-29
100330-99999,MEIERWIK,GM,,54.833,9.5,1936-01-01,2020-02-29
100370-99999,SCHLESWIG,GM,,54.458999999999996,9.516,1942-01-01,2020-02-29
100380-99999,HOHN,GM,,54.312,9.538,1973-01-01,2020-02-29
100465-99999,KIEL HOLTENAU,GM,,54.38,10.145,1995-08-27,2020-02-29
101260-99999,WITTMUNDHAFEN,GM,,53.548,7.667000000000001,1973-01-01,2020-02-29
101360-99999,NORDHOLZ,GM,,53.768,8.658999999999999,1946-09-01,2020-02-29
101470-99999,HAMBURG,GM,,53.63,9.988,1928-04-01,2020-02-29
101490-99999,HAMBURG FINKENWERDER,GM,,53.536,9.837,1988-10-28,2020-02-29
101560-99999,LUBECK BLANKENSEE,GM,,53.805,10.719000000000001,1973-01-01,2020-02-29
101720-99999,LAAGE,GM,,53.918,12.277999999999999,1991-12-18,2020-02-29
101935-99999,HERINGSDORF,GM,,53.879,14.152000000000001,1995-03-15,2020-02-29
102240-99999,BREMEN,GM,,53.048,8.787,1929-08-01,2020-02-29
102460-99999,FASSBERG,GM,,52.919,10.198,1936-01-02,2020-02-29
103040-99999,MEPPEN (MIL),GM,,52.717,7.317,1976-12-01,2020-02-29
103150-99999,MUNSTER OSNABRUCK,GM,,52.135,7.685,1988-10-27,2020-02-29
103210-99999,DIEPHOLZ,GM,,52.586000000000006,8.341000000000001,1973-01-02,2020-02-28
103340-99999,WUNSTORF,GM,,52.457,9.427,1937-05-07,2020-02-29
103350-99999,BUCKEBURG,GM,,52.278999999999996,9.082,1973-01-02,2020-02-29
103380-99999,HANNOVER,GM,,52.461000000000006,9.685,1926-01-01,2020-02-29
103430-99999,CELLE,GM,,52.591,10.022,1936-01-02,2020-02-29
103480-99999,BRAUNSCHWEIG WOLFSBURG,GM,,52.318999999999996,10.556,1931-01-02,2020-02-29
103820-99999,TEGEL,GM,,52.56,13.288,1936-03-10,2020-02-29
103850-99999,SCHONEFELD,GM,,52.38,13.523,1940-04-08,2020-02-29
104000-99999,DUSSELDORF,GM,,51.288999999999994,6.767,1931-01-02,2020-02-29
104160-99999,DORTMUND,GM,,51.518,7.612,1931-01-01,2020-02-29
104260-99999,PADERBORN LIPPSTADT,GM,,51.614,8.616,1938-11-04,2020-02-29
104360-99999,KASSEL CALDEN,GM,,51.408,9.378,1988-12-23,2020-02-29
104374-99999,MONCHENGLADBACH,GM,,51.23,6.504,1996-07-15,2020-02-29
104390-99999,FRITZLAR,GM,,51.115,9.286,1938-07-22,2020-02-29
104690-99999,LEIPZIG HALLE,GM,,51.424,12.235999999999999,1929-03-11,2020-02-29
104760-99999,HOLZDORF,GM,,51.768,13.168,1991-10-20,2020-02-29
104880-99999,DRESDEN,GM,,51.133,13.767000000000001,1931-01-01,2020-02-29
105000-99999,GEILENKIRCHEN,GM,,50.961000000000006,6.042000000000001,1982-06-25,2020-02-28
105020-99999,NORVENICH,GM,,50.831,6.6579999999999995,1973-01-01,2020-02-29
105130-99999,KOLN BONN,GM,,50.86600000000001,7.143,1931-01-01,2020-02-29
105536-99999,ALTENBURG NOBITZ,GM,,50.982,12.505999999999998,1996-03-21,2020-02-29
105540-99999,ERFURT,GM,,50.98,10.958,1931-01-01,2020-02-29
106070-99999,SPANGDAHLEM AB,GM,,49.973,6.693,1953-05-18,2020-02-29
106130-99999,BUCHEL,GM,,50.174,7.063,1973-01-01,2020-02-29
106140-99999,RAMSTEIN AB,GM,,49.437,7.6,1952-03-01,2020-02-29
106160-99999,FRANKFURT HAHN,GM,,49.949,7.263999999999999,1953-07-22,2020-02-29
106162-99999,SIEGERLAND,GM,,50.708,8.083,2004-05-10,2020-02-29
106190-99999,BAUMHOLDER AAF,GM,,49.65,7.3,1965-02-01,2020-02-29
106330-99999,WIESBADEN AAF,GM,,50.05,8.325,1938-01-06,2020-02-29
106370-99999,FRANKFURT MAIN,GM,,50.026,8.543,1926-01-01,2020-02-29
106850-99999,HOF PLAUEN,GM,,50.288999999999994,11.855,1931-01-01,2020-02-29
106870-99999,GRAFENWOHR AAF,GM,,49.699,11.94,1939-09-01,2020-02-29
107080-99999,SAARBRUCKEN,GM,,49.215,7.11,1935-07-01,2020-02-29
107275-99999,KARLSRUHE BADEN BADEN,GM,,48.778999999999996,8.081,1997-07-23,2020-02-29
107290-99999,MANNHEIM CITY,GM,,49.473,8.514,1947-07-29,2020-02-29
107380-99999,STUTTGART,GM,,48.69,9.222000000000001,1939-09-02,2020-02-29
107430-99999,NIEDERSTETTEN,GM,,49.391999999999996,9.958,1973-01-02,2020-02-29
107450-99999,SCHWABISCH HALL,GM,,49.118,9.783999999999999,1936-01-02,2020-02-29
107520-99999,ILLESHEIM AHP,GM,,49.474,10.388,1939-09-01,2020-02-29
107550-99999,ANSBACH AHP / KATTERBACH GERMANY,GM,,49.308,10.639000000000001,1939-01-01,2020-02-29
107630-99999,NURNBERG,GM,,49.498999999999995,11.078,1931-01-01,2020-02-29
107750-99999,HOHENFELS AAF,GM,,49.218,11.835999999999999,1961-09-18,2020-02-29
108050-99999,LAHR,GM,,48.369,7.827999999999999,1973-01-01,2020-02-29
108370-99999,LAUPHEIM,GM,,48.22,9.91,1973-01-02,2020-02-29
108520-99999,AUGSBURG,GM,,48.425,10.932,1937-11-01,2020-02-29
108530-99999,NEUBURG,GM,,48.711000000000006,11.212,1938-08-04,2020-02-29
108560-99999,LECHFELD,GM,,48.18600000000001,10.860999999999999,1928-11-14,2020-02-29
108600-99999,INGOLSTADT MANCHING,GM,,48.716,11.534,1939-11-01,2020-02-29
108644-99999,OBERPFAFFENHOFEN,GM,,48.081,11.283,1992-08-31,2020-02-29
108660-99999,MUNCHEN,GM,,48.354,11.786,1929-08-01,2020-02-29
109350-99999,FRIEDRICHSHAFEN,GM,,47.67100000000001,9.511000000000001,1929-08-01,2020-02-29
109470-99999,ALLGAU,GM,,47.989,10.24,1937-04-01,2020-02-29
109540-99999,ALTENSTADT,GM,,47.833,10.867,1932-11-22,2020-02-29
110010-99999,WOLFSEGG,AU,,48.1,13.667,1973-07-15,2020-02-29
110080-99999,ROHRBACH,AU,,48.567,14.0,1976-11-01,2020-02-29
110100-99999,LINZ,AU,,48.233000000000004,14.187999999999999,1934-10-01,2020-02-29
110120-99999,KREMSMUENSTER,AU,,48.05,14.133,1973-08-02,2020-02-29
110161-99999,WIENER NEUSTADT EAST,AU,,47.843,16.26,2004-05-10,2020-02-29
110162-99999,LUGPLATZ VOSLAU,AU,,47.967,16.267,2004-05-10,2020-02-29
110165-99999,WIENER NEUSTADT,AU,,47.85,16.25,2004-05-10,2020-02-29
110180-99999,AMSTETTEN,AU,,48.1,14.9,1965-05-26,2020-02-29
110190-99999,ALLENTSTEIG,AU,,48.683,15.367,1994-06-01,2020-02-29
110200-99999,STIFT ZWETTL,AU,,48.617,15.2,1979-10-02,2020-02-29
110210-99999,LITSCHAU,AU,,48.95,15.033,1976-10-21,2020-02-29
110220-99999,RETZ,AU,,48.766999999999996,15.95,1965-05-26,2020-02-29
110240-99999,JAUERLING,AU,,48.333,15.333,1973-06-23,2020-02-29
110270-99999,STOCKERAU,AU,,48.4,16.2,1933-01-02,2020-02-29
110300-99999,TULLN,AU,,48.321000000000005,16.112000000000002,1940-03-11,2020-02-29
110320-99999,POYSDORF,AU,,48.667,16.633,1973-08-21,2020-02-29
110340-99999,WIEN/INNERE STADT,AU,,48.2,16.367,1990-07-05,2020-02-29
110350-99999,WIEN/HOHE WARTE,AU,,48.25,16.367,1931-01-02,2020-02-29
110360-99999,SCHWECHAT,AU,,48.11,16.57,1952-01-01,2020-02-29
110370-99999,GROSSENZERSDORF,AU,,48.2,16.567,2008-03-10,2020-02-29
110400-99999,WIEN/UNTERLAA,AU,,48.133,16.417,2001-09-19,2020-02-29
110510-99999,RANSHOFEN,AU,,48.217,13.033,1995-08-01,2020-02-29
110530-99999,RIED IM INNKREIS,AU,,48.217,13.482999999999999,2001-09-19,2020-02-29
110550-99999,SCHAERDING,AU,,48.467,13.433,1994-10-12,2020-02-29
110590-99999,WELS/SCHLEISSHEIM,AU,,48.167,14.067,2005-09-28,2020-02-29
110600-99999,LINZ/STADT,AU,,48.3,14.283,1994-06-01,2020-02-29
110700-99999,KREMS,AU,,48.417,15.617,2001-09-19,2020-02-29
110750-99999,LANGENOIS (AUT),AU,,48.467,15.7,1990-12-01,2020-02-29
110780-99999,LILIENFELD/TARSCHBERG,AU,,48.033,15.583,1994-02-01,2020-02-29
110800-99999,WIEN/MARIABRUNN,AU,,48.2,16.233,2003-10-21,2020-02-29
110820-99999,GUMPOLDSKIRCHEN,AU,,48.033,16.283,1992-02-01,2020-02-29
110830-99999,LEISER BERGE,AU,,48.567,16.367,2004-03-06,2020-02-29
110850-99999,ZWERNDORF-MARCHEGG,AU,,48.333,16.833,2004-04-30,2020-02-29
111010-99999,BREGENZ,AU,,47.5,9.75,1965-05-26,2020-02-29
111050-99999,FELDKIRCH,AU,,47.266999999999996,9.617,1966-10-06,2020-02-29
111090-99999,ST ANTON AM ARLBERG,AU,,47.133,10.317,1982-03-01,2020-02-28
111100-99999,GALZIG,AU,,47.133,10.232999999999999,1982-10-30,2020-02-29
111120-99999,LANDECK,AU,,47.14,10.564,1965-05-26,2020-02-29
111160-99999,REUTTE/TIROL,AU,,47.5,10.75,1979-08-07,2020-02-23
111190-99999,SEEFELD,AU,,47.317,11.183,1967-06-22,2020-02-29
111200-99999,INNSBRUCK,AU,,47.26,11.344000000000001,1931-01-04,2020-02-29
111260-99999,PATSCHERKOFEL,AU,,47.217,11.467,1967-06-22,2020-02-29
111270-99999,OBERGURGL,AU,,46.867,11.033,1984-01-02,2020-02-29
111290-99999,PASSO DEL BRENNERO,IT,,47.0,11.5,1987-05-19,2020-02-29
111300-99999,KUFSTEIN,AU,,47.583,12.167,1965-05-26,2020-02-29
111360-99999,KRIMML,AU,,47.233000000000004,12.183,1973-07-04,2020-02-29
111370-99999,MARIA ALM,AU,,47.4,12.9,2005-07-19,2020-02-20
111380-99999,ALPINZENTRUM RUDOLFSHUETTE,AU,,47.133,12.633,1981-04-01,2020-02-29
111400-99999,LOFER,AU,,47.583,12.7,1973-07-24,2020-02-29
111410-99999,BISCHOFSHOFEN,AU,,47.4,13.217,1981-03-03,2020-02-29
111420-99999,ST. JOHANN/PONGAU,AU,,47.317,13.183,2001-09-19,2020-02-29
111460-99999,SONNBLICK,AU,,47.05,12.95,1939-01-01,2020-01-22
111480-99999,ST. MICHAEL IM LUNGAU,AU,,47.1,13.65,1973-07-12,2020-02-29
111490-99999,OBERTAUERN,AU,,47.25,13.567,1973-04-25,2020-02-29
111500-99999,SALZBURG,AU,,47.793,13.004000000000001,1938-06-01,2020-02-29
111520-99999,MATTSEE,AU,,47.983000000000004,13.1,1973-08-21,2020-02-29
111530-99999,MONDSEE,AU,,47.85,13.367,1973-08-14,2020-02-29
111550-99999,FEUERKOGEL,AU,,47.817,13.717,1965-05-26,2020-02-29
111570-99999,AIGEN/ENNSTAL (MIL),AU,,47.533,14.133,1938-01-03,2020-02-29
111610-99999,PRAEBICHL,AU,,47.516999999999996,14.95,1973-08-21,2020-02-29
111650-99999,ZELTWEG,AU,,47.203,14.744000000000002,1938-06-01,2020-02-29
111700-99999,LUNZ,AU,,47.85,15.067,1973-06-24,2020-02-29
111710-99999,ST SEBASTIAN/MARIAZELL,AU,,47.8,15.3,1987-09-01,2020-02-29
111730-99999,FISHBACH,AU,,47.45,15.65,2006-07-11,2020-02-20
111750-99999,BRUCK/MUR,AU,,47.417,15.267000000000001,1966-10-06,2020-02-29
111800-99999,RAX/SEILBAHN-BERGSTATION,AU,,47.717,15.783,1977-01-14,2020-02-29
111820-99999,WIENER NEUSTADT,AU,,47.833,16.217,1934-05-01,2020-02-29
111850-99999,MOENICHKIRCHEN,AU,,47.516999999999996,16.033,1965-05-26,2020-02-29
111900-99999,EISENSTADT,AU,,47.85,16.533,1973-06-27,2020-02-29
111920-99999,KLEINZICKEN,AU,,47.2,16.333,1978-05-02,2020-02-29
111930-99999,BAD TATZMANNSDORF,AU,,47.333,16.217,2006-07-26,2020-02-20
112010-99999,SILLIAN,AU,,46.75,12.417,2008-03-10,2020-02-29
112040-99999,LIENZ,AU,,46.833,12.817,1938-04-01,2020-02-29
112130-99999,VILLACH,AU,,46.617,13.883,1976-11-02,2020-02-29
112140-99999,PREITENEGG,AU,,46.933,14.917,1965-05-26,2020-02-29
112200-99999,NEUMARKT,AU,,47.067,14.417,1976-11-01,2020-02-29
112250-99999,WEITENSFELD,AU,,46.85,14.183,1976-11-02,2020-02-29
112270-99999,FELDKIRCHEN,AU,,46.717,14.1,2008-03-10,2020-02-29
112290-99999,ST. ANDRAE I.L.,AU,,46.766999999999996,14.833,1977-11-01,2020-02-29
112310-99999,KLAGENFURT(CIV/MIL),AU,,46.65,14.333,1931-01-07,2020-02-29
112320-99999,FEISTRITZ OB BLEIBURG,AU,,46.567,14.767000000000001,1993-01-01,2020-02-29
112400-99999,GRAZ,AU,,46.99100000000001,15.44,1934-02-01,2020-02-29
112410-99999,SCHOECKL,AU,,47.2,15.467,1976-11-01,2020-02-29
112440-99999,BAD GLEICHENBERG,AU,,46.867,15.9,2007-10-16,2020-02-29
112520-99999,VIRGEN,AU,,47.0,12.45,1994-02-01,2020-02-29
112550-99999,KOETSCHACH-MAUTHEN,AU,,46.683,13.0,1990-12-01,2020-02-29
112600-99999,MALLNITZ-BAD,AU,,47.0,13.167,1990-12-01,2020-02-20
112650-99999,VILLACHER ALPE AUTOM,AU,,46.6,13.667,2001-09-19,2020-02-29
112700-99999,DELLACH IM DRAUTAL,AU,,46.733000000000004,13.083,1991-02-14,2020-02-29
112720-99999,SPITTAL/DRAU,AU,,46.783,13.482999999999999,2005-08-15,2020-02-29
112750-99999,ARRIACH,AU,,46.733000000000004,13.85,1990-12-01,2020-02-29
112780-99999,POERTSCHACH,AU,,46.633,14.167,2008-03-10,2020-02-20
112800-99999,MURAU,AU,,47.117,14.183,1990-12-01,2020-02-29
112850-99999,DEUTSCHLANDSBERG,AU,,46.817,15.232999999999999,2004-02-23,2020-02-29
112900-99999,GRAZ UNIVERSITAET,AU,,47.083,15.45,1992-02-15,2020-02-29
112920-99999,LASSNITZHOEHE,AU,,47.067,15.583,1990-12-01,2020-02-29
112980-99999,FELDBACH,AU,,46.933,15.867,2009-11-17,2020-02-29
113020-99999,DORNBIRN,AU,,47.433,9.732999999999999,1995-10-01,2020-02-29
113080-99999,WARTH,AU,,47.25,10.183,1991-02-05,2020-02-29
113100-99999,ISCHGL/IDALPE,AU,,46.983000000000004,10.317,1990-12-01,2020-02-29
113160-99999,PITZTALER GLETSCHER,AU,,46.933,10.883,2007-02-26,2020-02-29
113180-99999,BRUNNENKOGEL/OETZTALER ALPEN,AU,,46.917,10.867,2005-02-18,2020-02-29
113250-99999,JENBACH,AU,,47.383,11.75,2009-11-17,2020-02-29
113370-99999,LOFERER ALM,AU,,47.6,12.65,2009-11-17,2020-02-29
113400-99999,SCHMITTENHOEHE,AU,,47.333,12.732999999999999,1990-06-01,2020-02-29
113430-99999,SONNBLICK - AUTOM.,AU,,47.05,12.95,2001-09-19,2020-02-29
113450-99999,ST VEIT IM PONGAU,AU,,47.333,13.15,1990-06-01,2020-02-29
113460-99999,RAURIS,AU,,47.217,13.0,1994-06-01,2020-02-29
113500-99999,SALZBURG/FREISAAL,AU,,47.783,13.05,1994-10-01,2020-02-29
113510-99999,RAMSAU/DACHSTEIN,AU,,47.433,13.633,1991-11-02,2020-02-29
113550-99999,WINDISCHGARSTEN,AU,,47.733000000000004,14.333,1990-06-01,2020-02-29
113560-99999,BAD AUSSEE,AU,,47.617,13.75,1995-01-02,2020-02-29
113570-99999,ST. WOLFGANG,AU,,47.733000000000004,13.45,1990-06-01,2020-02-29
113580-99999,BAD MITTERNDORF,AU,,47.55,13.933,1995-01-02,2020-02-29
113620-99999,KALWANG,AU,,47.417,14.767000000000001,2004-05-12,2020-02-29
113650-99999,ZELTWEG/AUTOM. STAT.,AU,,47.2,14.767000000000001,2009-11-17,2020-02-29
113750-99999,AFLENZ,AU,,47.55,15.232999999999999,2009-11-17,2020-02-29
113780-99999,GUTENSTEIN-MARIAHILFBERG,AU,,47.867,15.883,2009-11-17,2020-02-29
113800-99999,REICHENAU/RAX,AU,,47.7,15.833,1991-02-06,2020-02-29
113820-99999,PUCHBERG,AU,,47.783,15.9,1991-04-01,2020-02-29
113830-99999,SEMMERING,AU,,47.617,15.817,1991-02-17,2020-02-29
113840-99999,HIRSCHENKOGEL,AU,,47.617,15.833,1995-07-01,2020-02-29
113850-99999,HOHE WAND/HOCHKOGELHAUS,AU,,47.817,16.033,1994-02-01,2020-02-29
113870-99999,SEIBERSDORF,AU,,47.983000000000004,16.5,2004-08-20,2020-02-29
113890-99999,ST POELTEN LANDHAUS,AU,,48.183,15.617,2007-10-16,2020-02-29
113900-99999,HARTBERG,AU,,47.283,15.982999999999999,2009-11-17,2020-02-29
113930-99999,LUTZMANNSBURG,AU,,47.467,16.667,2004-12-14,2020-02-29
113950-99999,ANDAU,AU,,47.766999999999996,17.033,2009-11-17,2020-02-29
114060-99999,CHEB,EZ,,50.067,12.383,1937-01-02,2020-02-29
114140-99999,KARLOVY VARY,EZ,,50.203,12.915,1939-01-01,2020-02-29
114230-99999,PRIMDA,EZ,,49.667,12.683,1940-01-02,2020-02-29
114232-99999,KBELY,EZ,,50.121,14.544,2004-05-10,2020-02-29
114233-99999,KUNOVICE,EZ,,49.028999999999996,17.44,2004-05-10,2020-02-28
114380-99999,TUSIMICE,EZ,,50.383,13.333,1978-06-08,2020-02-29
114480-99999,PLZEN LINE,EZ,,49.675,13.275,1939-04-01,2020-02-29
114500-99999,PLZEN-MIKULKA,EZ,,49.766999999999996,13.383,1937-03-01,2020-02-29
114570-99999,CHURANOV,EZ,,49.067,13.617,1973-01-01,2020-02-29
114640-99999,MILESOVKA,EZ,,50.55,13.933,1931-02-02,2020-02-29
114870-99999,KOCELOVICE,EZ,,49.467,13.833,1975-08-01,2020-02-29
115020-99999,USTI NAD LABEM,EZ,,50.683,14.033,1978-07-14,2020-02-29
115090-99999,DOKSANY,EZ,,50.467,14.167,1995-04-01,2020-02-29
115180-99999,RUZYNE,EZ,,50.101000000000006,14.26,1929-08-01,2020-02-29
115190-99999,PRAHA-KARLOV / KLEMENTINUM,EZ,,50.067,14.433,1931-01-01,2020-02-29
115200-99999,PRAHA-LIBUS,EZ,,50.0,14.45,1973-01-01,2020-02-29
115380-99999,TEMELIN,EZ,,49.2,14.35,1989-12-01,2020-02-29
115460-99999,C. BUDEJOVICE-ROZNOV,EZ,,48.95,14.467,2001-09-15,2020-02-29
115670-99999,PRAHA-KBELY,EZ,,50.117,14.533,1939-03-21,2020-02-29
116030-99999,LIBEREC,EZ,,50.766999999999996,15.017000000000001,1937-03-02,2020-02-29
116240-99999,CASLAV,EZ,,49.94,15.382,1997-01-01,2020-02-29
116280-99999,KOSETICE,EZ,,49.567,15.083,1988-10-01,2020-02-29
116360-99999,KOSTELNI MYSLOVA,EZ,,49.167,15.433,1952-01-01,2020-02-29
116430-99999,PEC POD SNEZKOU,EZ,,50.7,15.732999999999999,1931-01-01,2020-02-29
116520-99999,PARDUBICE,EZ,,50.013000000000005,15.739,1996-05-06,2020-02-29
116530-99999,SNEZKA,EZ,,50.733000000000004,15.732999999999999,2009-05-01,2020-02-29
116590-99999,PRIBYSLAV,EZ,,49.583,15.767000000000001,1937-01-02,2020-02-29
116790-99999,USTI NAD ORLICI,EZ,,49.983000000000004,16.417,1973-01-01,2020-02-29
116830-99999,SVRATOUCH,EZ,,49.733000000000004,16.033,1977-06-01,2020-02-29
116920-99999,NAMEST,EZ,,49.166000000000004,16.125,1996-05-06,2020-02-29
116930-99999,DUKOVANY,EZ,,49.1,16.133,1987-10-01,2020-02-29
116980-99999,KUCHAROVICE,EZ,,48.883,16.083,1978-06-08,2020-02-29
117100-99999,LUKA,EZ,,49.65,16.95,1977-06-01,2020-02-29
117230-99999,TURANY,EZ,,49.151,16.694000000000003,1939-03-20,2020-02-29
117300-99999,SERAK,EZ,,50.183,17.117,2004-07-06,2020-02-29
117660-99999,CERVENA,EZ,,49.783,17.55,1978-06-08,2020-02-29
117740-99999,HOLESOV,EZ,,49.317,17.567,1953-04-04,2020-02-29
117820-99999,MOSNOV,EZ,,49.696000000000005,18.111,1952-01-01,2020-02-29
117870-99999,LYSA HORA,EZ,,49.55,18.45,1973-01-01,2020-02-29
118010-99999,MALACKY,LO,,48.4,17.15,2003-11-23,2020-02-29
118160-99999,M R STEFANIK,LO,,48.17,17.213,1940-01-01,2020-02-29
118190-99999,JASLOVSKE BOHUNICE,LO,,48.483000000000004,17.667,2004-09-09,2020-02-29
118260-99999,PIESTANY,LO,,48.617,17.833,1937-01-02,2020-02-29
118410-99999,ZILINA/HRICOV,LO,,49.233000000000004,18.617,1975-05-15,2020-02-29
118550-99999,NITRA,LO,,48.283,18.133,1937-01-02,2020-02-29
118580-99999,HURBANOVO,LO,,47.867,18.2,1973-01-01,2020-02-29
118670-99999,PRIEVIDZA,LO,,48.766999999999996,18.6,1978-06-06,2020-02-29
118800-99999,DUDINCE,LO,,48.167,18.867,1978-03-08,2020-02-29
119030-99999,SLIAC,LO,,48.65,19.15,1952-01-01,2020-02-29
119160-99999,CHOPOK,LO,,48.983000000000004,19.6,1973-01-01,2020-02-29
119180-99999,LIESEK,LO,,49.367,19.683,1933-03-01,2020-02-29
119270-99999,LUCENEC,LO,,48.333,19.733,1978-06-08,2020-02-29
119271-99999,KOSICE,LO,,48.663000000000004,21.241,2004-05-10,2020-02-29
119274-99999,PIESTANY,LO,,48.625,17.828,2004-05-10,2020-02-29
119275-99999,SLIAC,LO,,48.638000000000005,19.134,2004-05-10,2020-02-29
119276-99999,ZILINA,LO,,49.232,18.614,2004-05-10,2020-02-29
119300-99999,LOMNICKY STIT,LO,,49.2,20.217,1952-01-01,2020-02-29
119330-99999,KAMENICA NAD CIROCHOU,LO,,48.933,22.0,1978-06-08,2020-02-29
119340-99999,TATRY,LO,,49.074,20.241,1957-03-12,2020-02-29
119380-99999,TELGART,LO,,48.85,20.183,1978-06-08,2020-02-29
119520-99999,POPRAD-GANOVCE,LO,,49.033,20.317,2000-05-30,2020-02-29
119580-99999,KOJSOVSKA HOLA,LO,,48.783,20.983,2006-02-28,2020-02-29
119680-99999,KOSICE,LO,,48.667,21.217,1952-01-01,2020-02-29
119760-99999,STROPKOV  TISINEC,LO,,49.217,21.65,1978-06-08,2020-02-29
119780-99999,MILHOSTOV,LO,,48.667,21.733,1989-01-03,2020-02-29
119930-99999,KAMENICA NAD CIROCHOU,LO,,48.933,22.0,1973-01-01,2020-02-29
121000-99999,KOLOBRZEG,PL,,54.183,15.583,1935-01-01,2020-02-29
121050-99999,KOSZALIN,PL,,54.2,16.15,1952-01-01,2020-02-29
121051-99999,BABICE,PL,,52.268,20.910999999999998,2004-05-26,2020-02-29
121052-99999,INOWROCLAW,PL,,52.817,18.333,2004-05-10,2020-02-28
121053-99999,LECZYCA,PL,,52.0,19.15,1988-04-21,2020-02-29
121054-99999,TOMASZOW,PL,,51.533,20.017,2004-05-10,2020-02-29
121055-99999,LUBLINEK,PL,,51.717,19.4,2004-08-10,2020-02-29
121150-99999,USTKA,PL,,54.583,16.867,1937-07-15,2020-02-29
121200-99999,LEBA,PL,,54.75,17.533,1973-01-01,2020-02-29
121240-99999,DARLOWEK,PL,,54.4,16.35,2002-06-01,2020-02-29
121250-99999,LEBORK,PL,,54.55,17.75,1953-04-01,2020-02-29
121350-99999,HEL,PL,,54.6,18.817,1955-07-01,2020-02-29
121360-99999,LEBUNIA,PL,,54.417,17.767,2002-06-01,2020-02-29
121420-99999,OKSYWIE,PL,,54.567,18.517,2002-06-01,2020-02-29
121460-99999,PRUSZCZ GDANSKI,PL,,54.248000000000005,18.672,2002-06-01,2020-02-29
121500-99999,LECHA WALESY,PL,,54.378,18.465999999999998,1931-01-01,2020-02-29
121550-99999,GDANSK-SWIBNO,PL,,54.333,18.933,1982-09-01,2020-02-29
121600-99999,ELBLAG-MILEJEWO,PL,,54.223,19.543,1933-01-02,2020-02-29
121850-99999,KETRZYN,PL,,54.067,21.366999999999997,1952-01-01,2020-02-29
121950-99999,SUWALKI,PL,,54.133,22.95,1931-01-09,2020-02-29
122000-99999,SWINOUJSCIE,PL,,53.917,14.232999999999999,1933-07-04,2020-02-29
122050-99999,SZCZECIN,PL,,53.4,14.617,1928-01-01,2020-02-29
122100-99999,RESKO-SMOLSKO,PL,,53.766999999999996,15.4,1973-01-01,2020-02-29
122120-99999,SWIDWIN,PL,,53.791000000000004,15.825999999999999,1940-04-02,2020-02-29
122150-99999,SZCZECINEK,PL,,53.717,16.747,1973-01-01,2020-02-29
122250-99999,NADARZYCE,PL,,53.45,16.5,1931-11-02,2020-02-28
122260-99999,MIROSLAWIEC,PL,,53.395,16.083,1987-03-01,2020-02-29
122350-99999,CHOJNICE,PL,,53.717,17.55,1941-01-01,2020-02-29
122500-99999,TORUN,PL,,53.05,18.583,1934-03-31,2020-02-29
122700-99999,MLAWA,PL,,53.1,20.35,1934-03-31,2020-02-29
122720-99999,OLSZTYN,PL,,53.766999999999996,20.417,1935-01-01,2020-02-29
122800-99999,MIKOLAJKI,PL,,53.783,21.583000000000002,1962-11-05,2020-02-29
122850-99999,OSTROLEKA,PL,,53.083,21.566999999999997,1941-01-01,2020-02-29
122950-99999,BIALYSTOK,PL,,53.1,23.166999999999998,1931-01-01,2020-02-29
123000-99999,GORZOW WLKP,PL,,52.75,15.283,1952-01-01,2020-02-29
123100-99999,SLUBICE,PL,,52.35,14.6,1952-01-02,2020-02-29
123120-99999,BABIMOST,PL,,52.138999999999996,15.799000000000001,2002-06-03,2020-02-29
123260-99999,KRZESINY,PL,,52.332,16.965999999999998,2002-06-01,2020-02-29
123300-99999,LAWICA,PL,,52.42100000000001,16.826,1931-01-02,2020-02-29
